Count	Cluster	Cmi	Cpl	Ler	Loc	Gga	Xtr
11	CL00075	CmiSca	Cpl12	Ler09	Loc07	Gga05	Xtr08
11	CL00744	Cmi09	Cpl10	Ler09	Loc07		
11	CL00746	Cmi09	Cpl10	Ler09	Loc07	Gga05	
5	CL00885	Cmi09		Ler09	Loc07	Gga05	Xtr08
4	CL00125	Cmi09	Cpl10	Ler09	Loc07	Gga08	Xtr08
4	CL00916	Cmi09	Cpl10	Ler09		Gga05	Xtr08
3	CL00192	Cmi09	CplSca	Ler09	Loc07	Gga05	Xtr08
2	CL00193	Cmi09	Cpl10	Ler09	Loc07	Gga05	Xtr02
2	CL00194	Cmi09	Cpl12	Ler09	Loc07	Gga05	Xtr08
2	CL01074	Cmi09	Cpl10		Loc07		Xtr08
2	CL01084		Cpl10		Loc07		Xtr08
2	CL01098	Cmi09	Cpl10		Loc07	Gga05	
2	CL01206	Cmi09	Cpl10		Loc07		
2	CL01212		Cpl10	Ler09			Xtr08
1	CL00279	Cmi09	Cpl10	Ler09	Loc05	Gga05	Xtr08
1	CL00324	Cmi09	Cpl10	Ler09	Loc12	Gga05	Xtr08
1	CL00480	Cmi09	Cpl10	Ler09	Loc07	Gga01	Xtr02
1	CL00482	Cmi09	Cpl10	Ler09	Loc07	Gga05	Xtr05
1	CL00484	Cmi09	Cpl21	Ler20	Loc07	Gga08	Xtr08
1	CL00485	Cmi09	Cpl06	Ler09	Loc07	Gga05	Xtr08
1	CL01241		Cpl10	Ler09		Gga05	Xtr08
1	CL01313	Cmi09	Cpl10			Gga05	
1	CL01525	Cmi09		Ler09	Loc07		
1	CL01618		Cpl10	Ler09	Loc07		
1	CL01619	Cmi09		Ler09		Gga05	
1	CL01660	Cmi09	Cpl10, CplSca10416	Ler09	Loc01		Xtr08
1	CL01738	Cmi09	Cpl10	Ler09	Loc11		Xtr08
1	CL01913	Cmi09		Ler09		Gga05	Xtr08
1	CL01914	Cmi09			Loc07	Gga05	Xtr08
1	CL01915	Cmi09	Cpl10			Gga05	Xtr08
1	CL02013		Cpl10	Ler09	Loc07	Gga05	
1	CL02014		Cpl10	Ler09	Loc07		Xtr08
1	CL02022		Cpl12	Ler09	Loc07	Gga05	
1	CL02023		Cpl12	Ler09		Gga05	Xtr08
1	CL02245			Ler09	Loc07	Gga05	
##group=13
118	CL00035	Cmi10	Cpl27	Ler26	Loc06	Gga23	Xtr02
17	CL00651	Cmi10	Cpl27	Ler26	Loc06		
14	CL00716	Cmi10	Cpl27	Ler26	Loc06	Gga23	
12	CL00731	Cmi10	Cpl27	Ler26	Loc06		Xtr02
11	CL00743	Cmi10	Cpl27	Ler26		Gga23	Xtr02
9	CL00082	CmiSca	Cpl27	Ler26	Loc06	Gga23	Xtr02
7	CL00090	Cmi10	Cpl29	Ler26	Loc06	Gga23	Xtr02
4	CL00917	Cmi10		Ler26	Loc06	Gga23	Xtr02
3	CL00195	Cmi10	Cpl27	Ler26	LocSca	Gga23	Xtr02
3	CL00948	Cmi10			Loc06	Gga23	Xtr02
3	CL00987		Cpl27	Ler26	Loc06	Gga23	Xtr02
2	CL00175	Cmi10	Cpl27	Ler26	Loc06	Gga23	Xtr06
2	CL00641		Cpl27		Loc06	Gga23	Xtr02
2	CL01043	Cmi10	Cpl27	Ler26		Gga23	
2	CL01047	Cmi10	Cpl27		Loc06	Gga23	
2	CL01059	Cmi10	Cpl27	Ler26			Xtr02
1	CL00326	Cmi10	Cpl37	Ler26	Loc06	Gga23	Xtr02
1	CL00491	Cmi10	Cpl27	Ler26	Loc03	Gga26	Xtr02
1	CL01325		Cpl27	Ler26	Loc02	Gga23	
1	CL01387	Cmi10	Cpl27		Loc06	Gga23	Xtr03
1	CL01459	Cmi10	Cpl27, CplSca316, CplSca5925, CplSca9233	Ler26	Loc06	Gga01	
1	CL01570	Cmi10			Loc06	Gga23	
1	CL01661	Cmi10, CmiSca159	Cpl27	Ler26	Loc06		Xtr10
1	CL01742	Cmi10	Cpl27		Loc06	GgaZ	Xtr02
1	CL01923	Cmi10	Cpl27		Loc06		
1	CL02042		Cpl27	Ler26	Loc06		Xtr02
1	CL02100			Ler26	Loc06	Gga23	Xtr02
1	CL02108			Ler26	Loc22		Xtr02
1	CL02136	Cmi10	Cpl27				Xtr02
1	CL02204		Cpl27	Ler26	Loc06		
1	CL02205		Cpl27	Ler26		Gga23	
1	CL02206		Cpl27			Gga23	Xtr02
1	CL02259			Ler26	Loc06		Xtr02
##group=14
182	CL00020	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr02
11	CL00749	Cmi10	Cpl28	Ler28	Loc22		Xtr02
9	CL00779	Cmi10	Cpl28	Ler28		Gga19	Xtr02
8	CL00087	CmiSca	Cpl28	Ler28	Loc22	Gga19	Xtr02
8	CL00790	Cmi10		Ler28	Loc22	Gga19	Xtr02
8	CL00796		Cpl28	Ler28	Loc22	Gga19	Xtr02
5	CL00164	Cmi10	Cpl23	Ler28	Loc22	Gga19	Xtr02
5	CL00877	Cmi10	Cpl28	Ler28	Loc22		
4	CL00174	Cmi10	CplSca	Ler28	Loc22	Gga19	Xtr02
4	CL00486	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr09
4	CL00652	Cmi10	Cpl28	Ler28			Xtr02
3	CL00487	Cmi10	Cpl28	Ler28	Loc22	Gga01	Xtr02
2	CL00488	Cmi10	Cpl37	Ler28	Loc22	Gga19	Xtr02
2	CL01105		Cpl28	Ler28	Loc22		Xtr02
2	CL01106	Cmi10	Cpl28		Loc22		Xtr02
2	CL01154	Cmi10	Cpl28	Ler28	Loc22	Gga19	
1	CL00296	Cmi10	Cpl28	Ler28	Loc09, LocSca25	Gga19	Xtr02
1	CL00489	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr10
1	CL00529	Cmi16	Cpl28	Ler28	Loc22	Gga19	Xtr02
1	CL01285	Cmi10		Ler28	LocSca133	Gga19	Xtr02
1	CL01365	Cmi10	Cpl28			Gga19	Xtr02
1	CL01449	Cmi10			Loc22	Gga19	Xtr02
1	CL01453	Cmi10			Loc22	Gga19	
1	CL01739	Cmi10	Cpl25	Ler28	Loc22		Xtr02
1	CL01741	Cmi10	Cpl28	Ler28	Loc22		Xtr03
1	CL01836		Cpl28	Ler28	Loc22	Gga19	Xtr05
1	CL01917	Cmi10	Cpl39	Ler28			Xtr02
1	CL01920	Cmi10		Ler28			Xtr02
1	CL01921	Cmi10		Ler28	Loc22		
1	CL01922	Cmi10	Cpl27	Ler26	Loc22		
1	CL02043		Cpl28	Ler28	Loc22		Xtr08
1	CL02207		Cpl28	Ler28			Xtr02
##group=15
221	CL00007	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr05
20	CL00689	Cmi11	Cpl13		Loc14	Gga09	Xtr05
20	CL00690	Cmi11	Cpl13	Ler14	Loc14		Xtr05
15	CL00710	Cmi11	Cpl13	Ler14	Loc14	Gga09	
15	CL00714		Cpl13	Ler14	Loc14	Gga09	Xtr05
9	CL00767	Cmi11	Cpl13	Ler14	Loc14		
8	CL00138	Cmi11	CplSca	Ler14	Loc14	Gga09	Xtr05
8	CL00791	Cmi11	Cpl13	Ler14		Gga09	Xtr05
7	CL00808	Cmi11		Ler14	Loc14	Gga09	Xtr05
7	CL00819	Cmi11	Cpl13		Loc14		Xtr05
5	CL00858	Cmi11	Cpl13	Ler14			Xtr05
4	CL00895	Cmi11	Cpl13		Loc14		
4	CL00925	Cmi11			Loc14	Gga09	Xtr05
4	CL00927		Cpl13		Loc14	Gga09	Xtr05
3	CL00492	Cmi11	Cpl13	Ler14	LocSca341	Gga09	Xtr05
3	CL00639	Cmi11	Cpl13	Ler14		Gga09	
3	CL00967		Cpl13	Ler14	Loc14		
2	CL01187		Cpl13	Ler14	Loc14		Xtr05
2	CL01197			Ler14	Loc14	Gga09	Xtr05
2	CL01207	Cmi11		Ler14			Xtr05
1	CL00214	Cmi11	Cpl13	Ler14	Loc10	Gga09	Xtr05
1	CL00250	Cmi11	Cpl13, CplSca7621	LerSca271	Loc14	Gga09	Xtr05
1	CL00349	CmiSca1159	Cpl13	Ler14	Loc14	Gga09	Xtr05
1	CL00493	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr06
1	CL00494	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr02
1	CL00496	Cmi11	Cpl13	Ler14	Loc14	Gga14	Xtr05
1	CL01270	Cmi11	Cpl48, CplSca65555		Loc14	Gga09	Xtr05
1	CL01314	Cmi11	Cpl13	Ler14	Loc14	Gga11	
1	CL01587	Cmi11		Ler14	Loc14	Gga09	
1	CL01634		Cpl13			Gga09	Xtr05
1	CL01662	Cmi11	Cpl13		Loc12		Xtr05
1	CL01743	Cmi11	Cpl13		Loc02	Gga09	Xtr05
1	CL01744	Cmi11	Cpl13	Ler14	Loc14		Xtr08
1	CL01924	Cmi11		Ler14	Loc14		Xtr05
1	CL01925	Cmi11			Loc14	Gga01	Xtr07
1	CL02024		Cpl13	Ler14	Loc14	Gga09	
1	CL02025		Cpl13	Ler14		Gga09	Xtr05
1	CL02138	Cmi11				Gga09	Xtr05
1	CL02194		Cpl13		Loc14		Xtr05
1	CL02248			Ler14	Loc14		Xtr05
##group=16
193	CL00012	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
12	CL00739	Cmi12	Cpl18	Ler16		Gga12	Xtr04
11	CL00745	Cmi12	Cpl18	Ler16	Loc05		Xtr04
10	CL00754	Cmi12	Cpl18	Ler16	Loc05		
10	CL00763	Cmi12	Cpl18		Loc05	Gga12	Xtr04
7	CL00823		Cpl18	Ler16	Loc05	Gga12	Xtr04
5	CL00205	CmiSca	Cpl18	Ler16	Loc05	Gga12	Xtr04
5	CL00879	Cmi12	Cpl18	Ler16	Loc05	Gga12	
5	CL00883	Cmi12		Ler16	Loc05	Gga12	Xtr04
4	CL00144	Cmi12	CplSca	Ler16	Loc05	Gga12	Xtr04
4	CL00937		Cpl18	Ler16	Loc05		Xtr04
2	CL00278	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr03
2	CL00497	Cmi12	Cpl18	Ler16	LocSca284	Gga12	Xtr04
2	CL01124	Cmi12	Cpl18		Loc05		Xtr04
2	CL01173	Cmi12	Cpl18	Ler16			Xtr04
2	CL01174	Cmi12			Loc05	Gga12	Xtr04
2	CL01215		Cpl18	Ler16	Loc05		
1	CL00499	Cmi12	Cpl18	Ler16	Loc05	Gga03	Xtr04
1	CL00500	Cmi12	Cpl18	Ler04	Loc05	Gga12	Xtr04
1	CL01394	Cmi12	Cpl18			Gga12	Xtr04
1	CL01395	Cmi12	Cpl18	Ler16	Loc05		Xtr08
1	CL01589	Cmi12		Ler05	Loc05	Gga12	Xtr04
1	CL01622	Cmi12	Cpl45	Ler16	Loc05		
1	CL01746	Cmi12	Cpl18	Ler16		Gga02	Xtr04
1	CL01747	Cmi12	Cpl18		Loc05	Gga25	Xtr04
1	CL01748	Cmi12	Cpl18		Loc05	Gga11	Xtr10
1	CL01828		Cpl18	Ler16	Loc05	Gga11	Xtr04
1	CL01928	Cmi12	Cpl18	Ler16		Gga12	
1	CL01930	Cmi12		Ler05	Loc05		Xtr04
1	CL02030		Cpl18		Loc05	Gga12	Xtr04
1	CL02031		Cpl18		Loc05	GgaZ	Xtr01
1	CL02139	Cmi12			Loc08		Xtr04
1	CL02140	Cmi12				Gga12	Xtr04
1	CL02141	Cmi12		Ler16	Loc05		
1	CL02200		Cpl18	Ler16			Xtr04
1	CL02251			Ler16	Loc05		Xtr04
##group=17
206	CL00018	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
19	CL00692	Cmi13	Cpl14	Ler11	Loc06	Gga13	
12	CL00733	Cmi13	Cpl14	Ler11	Loc06		
9	CL00771		Cpl14	Ler11	Loc06	Gga13	Xtr03
6	CL00109	Cmi13	CplSca	Ler11	Loc06	Gga13	Xtr03
5	CL00856	Cmi13		Ler11	Loc06	Gga13	Xtr03
3	CL00130	CmiSca	Cpl14	Ler11	Loc06	Gga13	Xtr03
3	CL00946	Cmi13	Cpl14		Loc06		
3	CL00947	Cmi13			Loc06	Gga13	Xtr03
3	CL00971	Cmi13	Cpl14	Ler11		Gga13	
2	CL00158	Cmi13	Cpl20	Ler11	Loc06	Gga13	Xtr03
2	CL01086		Cpl14	Ler11	Loc06		
2	CL01114		Cpl14		Loc06	Gga13	Xtr03
2	CL01175	Cmi13	Cpl14		Loc06	Gga13	
2	CL01208	Cmi13		Ler11			Xtr03
1	CL00328	Cmi13	Cpl30	Ler31	Loc06	Gga13	Xtr03
1	CL00329	Cmi13, CmiSca145	Cpl14	Ler11	Loc06	Gga13	Xtr06
1	CL00502	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr04
1	CL00503	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr08
1	CL01256	Cmi13		Ler11		Gga13	
1	CL01299		Cpl14	Ler11	Loc06	Gga13	
1	CL01423		Cpl14	Ler11		Gga13	Xtr03
1	CL01486	Cmi13		Ler11	Loc06		Xtr03
1	CL01645			Ler11	Loc06	Gga13	Xtr03
1	CL01749	Cmi13	Cpl14	Ler11	Loc01		Xtr03
1	CL01750	Cmi13	Cpl14		Loc06	Gga01	Xtr07
1	CL01751	Cmi13	Cpl14		Loc08	Gga01	Xtr03
1	CL01931	Cmi13	Cpl14			Gga13	Xtr03
1	CL01993		Cpl01	Ler11, LerSca303			Xtr03
1	CL02026		Cpl14	LerSca543, LerSca622	Loc06		
1	CL02142	Cmi13			Loc06		Xtr03
1	CL02195		Cpl14			Gga13	Xtr03
1	CL02196		Cpl14	Ler11			Xtr03
##group=18
217	CL00010	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
17	CL00700	Cmi14	Cpl17	Ler17	Loc23		Xtr04
15	CL00072	Cmi14	Cpl17	Ler50	Loc23	Gga11	Xtr04
11	CL00748	Cmi14	Cpl17	Ler17	Loc23	Gga11	
9	CL00775	Cmi14	Cpl17		Loc23	Gga11	Xtr04
8	CL00805	Cmi14	Cpl17	Ler17		Gga11	Xtr04
7	CL00809	Cmi14	Cpl17	Ler17	Loc23		
4	CL00906		Cpl17	Ler17	Loc23	Gga11	Xtr04
4	CL00914		Cpl17	Ler17	Loc23		
3	CL00215	Cmi14	Cpl17, CplSca31098	Ler17	Loc23, LocSca74	Gga16	Xtr01
3	CL00653	Cmi14	Cpl17		Loc23	Gga11	
3	CL00984	Cmi14		Ler17	Loc23	Gga11	Xtr04
3	CL00985	Cmi14			Loc23	Gga11	Xtr04
2	CL00166	Cmi14	CplSca	Ler17	Loc23	Gga11	Xtr04
2	CL01176	Cmi14	Cpl17	Ler17			Xtr04
1	CL00217	Cmi14	Cpl17	Ler17	Loc24	Gga11	Xtr04
1	CL00505	Cmi14	Cpl04	Ler17	Loc23	Gga11	Xtr04
1	CL00506	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr05
1	CL00508	Cmi14	Cpl17	Ler17	Loc23	Gga14	Xtr04
1	CL00509	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr07
1	CL00510	Cmi14	Cpl17	Ler17	LocSca221	Gga11	Xtr04
1	CL00512	Cmi14	Cpl17	Ler17	Loc18	Gga11	Xtr04
1	CL00541	Cmi19	Cpl17	Ler17	Loc23	Gga11	Xtr04
1	CL00623	CmiSca1102	Cpl17	Ler17	Loc23	Gga11	Xtr04
1	CL01234		Cpl17	Ler17	Loc23	Gga11	
1	CL01263	Cmi14			Loc23		Xtr04
1	CL01283	CmiSca190	Cpl17	Ler50	Loc23		
1	CL01298		Cpl17	Ler17	Loc23	Gga19	Xtr02
1	CL01463		Cpl17	Ler50, LerSca219	LocSca428		Xtr04
1	CL01664	Cmi14, CmiSca758		Ler50	Loc23	Gga35	Xtr04
1	CL01755	Cmi14		Ler17	Loc23	Gga22	Xtr03
1	CL01757	Cmi14	Cpl17	Ler17	Loc23	Gga02	
1	CL01932	Cmi14	Cpl17	Ler17		Gga11	
1	CL01933	Cmi14		Ler17	Loc23	Gga11	
1	CL01934	Cmi14	Cpl17		Loc23		Xtr04
1	CL01935	Cmi14	Cpl17			Gga11	Xtr04
1	CL02029		Cpl17	Ler17		Gga11	Xtr04
1	CL02093			Ler17	Loc23	Gga11	Xtr04
1	CL02145	Cmi14	Cpl17		Loc23		
1	CL02146	Cmi14			Loc23	Gga11	
1	CL02199		Cpl17	Ler17			Xtr04
##group=19
183	CL00019	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
12	CL00727	Cmi15	Cpl15	Ler12		Gga04	Xtr08
12	CL00735	Cmi15	Cpl15	Ler12	Loc07		
12	CL00736		Cpl15	Ler12	Loc07	Gga04	Xtr08
10	CL00084	CmiSca	Cpl15	Ler12	Loc07	Gga04	Xtr08
10	CL00759	Cmi15	Cpl15		Loc07	Gga04	Xtr08
10	CL00762	Cmi15	Cpl15	Ler12	Loc07	Gga04	
8	CL00105	Cmi15	Cpl24	Ler12	Loc07	Gga04	Xtr08
6	CL00827	Cmi15		Ler12	Loc07	Gga04	Xtr08
5	CL00862	Cmi15			Loc07	Gga04	Xtr08
5	CL00880		Cpl15	Ler12	Loc07		
4	CL00136	Cmi15	CplSca	Ler12	Loc07	Gga04	Xtr08
2	CL00255	Cmi15	Cpl15	LerSca505	Loc07	Gga04	Xtr08
2	CL00515	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr09
2	CL01038	Cmi15	Cpl15			Gga04	Xtr08
2	CL01100		Cpl15	Ler12	Loc07		Xtr08
2	CL01188		Cpl15		Loc07	Gga04	Xtr08
2	CL01209	Cmi15	Cpl15		Loc07		
1	CL00280	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr01
1	CL00514	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr04
1	CL00516	Cmi15	Cpl15	Ler12	Loc04	Gga04	Xtr08
1	CL00517	Cmi15	Cpl15	Ler12	Loc07	Gga02	Xtr06
1	CL00519	Cmi15	Cpl15	Ler12	Loc07	Gga03	Xtr05
1	CL01362	Cmi15			Loc07		Xtr08
1	CL01434	Cmi15	Cpl15	Ler12		Gga04	
1	CL01465	Cmi15	Cpl15	Ler12	Loc07		Xtr02
1	CL01506		Cpl15		Loc07	Gga04	
1	CL01529		Cpl15	Ler12	Loc07	Gga04	
1	CL01758	Cmi15		Ler12	Loc04	Gga04	Xtr01
1	CL01825		Cpl15		Loc05	Gga04	Xtr08
1	CL01936	Cmi15	Cpl15	Ler12			Xtr08
1	CL01937	Cmi15	Cpl15		Loc07	Gga04	
1	CL01938	Cmi15		Ler12	Loc07		Xtr08
1	CL02148	Cmi15			Loc07	Gga04	
1	CL02197		Cpl15	Ler12		Gga04	
1	CL02243			Ler12		Gga04	Xtr08
##group=20
267	CL00006	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
16	CL00704		Cpl21	Ler20	Loc13	Gga14	Xtr09
15	CL00711	Cmi16	Cpl21	Ler20		Gga14	Xtr09
15	CL00712	Cmi16	Cpl21	Ler20	Loc13	Gga14	
6	CL00843	Cmi16	Cpl21	Ler20	Loc13		
4	CL00126	Cmi16	CplSca	Ler20	Loc13	Gga14	Xtr09
4	CL00891		Cpl21		Loc13	Gga14	Xtr09
4	CL00929	Cmi16	Cpl21		Loc13		
3	CL00523	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr08
3	CL00940	Cmi16		Ler20	Loc13	Gga14	Xtr09
3	CL01012		Cpl21		Loc13		Xtr09
2	CL00204	CmiSca	Cpl21	Ler20	Loc13	Gga14	Xtr09
2	CL00211	Cmi16	CplSca22256, CplSca11340	Ler20	Loc13	Gga01	Xtr09
2	CL00228	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr07
2	CL01034	Cmi16	Cpl21	Ler20		Gga14	
2	CL01051	Cmi16	Cpl21		Loc13	Gga14	
2	CL01066	Cmi16	Cpl21			Gga14	Xtr09
2	CL01135		Cpl21	Ler20	Loc13		
2	CL01189		Cpl21	Ler20	Loc13		Xtr09
1	CL00397	Cmi02	Cpl08	Ler20	Loc10	GgaSca62	Xtr09
1	CL00525	Cmi16	Cpl21	Ler20	Loc06	Gga14	Xtr09
1	CL00526	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr04
1	CL00527	Cmi16	Cpl21	Ler20	Loc13	Gga07	Xtr06
1	CL00528	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr06
1	CL01466	Cmi16		Ler20		Gga14	Xtr09
1	CL01604		Cpl21		Loc13	Gga14	
1	CL01759	Cmi16	Cpl21	Ler20	Loc13		Xtr03
1	CL01831		Cpl21	Ler20	Loc13	GgaSca47	Xtr07
1	CL01939	Cmi16			Loc13	Gga14	Xtr09
1	CL01940	Cmi16		Ler20	Loc13	Gga14	
1	CL01941	Cmi16		Ler20	Loc13		Xtr09
1	CL01942	Cmi16	Cpl21	Ler20			Xtr09
1	CL02035		Cpl21	Ler20		Gga14	Xtr09
1	CL02094			Ler20	Loc13	Gga14	Xtr09
1	CL02256			Ler20	Loc13		Xtr09
##group=21
164	CL00025	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
17	CL00702	Cmi17	Cpl16	Ler18		Gga05	Xtr04
16	CL00070	CmiSca	Cpl16	Ler18	Loc27	Gga05	Xtr04
12	CL00068	Cmi17	Cpl16	Ler18	LocSca	Gga05	Xtr04
10	CL00765	Cmi17	Cpl16	Ler18	Loc27		
9	CL00094	Cmi17	CplSca	Ler18	Loc27	Gga05	Xtr04
8	CL00795	Cmi17	Cpl16	Ler18	Loc27	Gga05	
8	CL00797	Cmi17	Cpl16	Ler18	Loc27		Xtr04
8	CL00800		Cpl16	Ler18	Loc27	Gga05	Xtr04
7	CL00825	Cmi17		Ler18	Loc27	Gga05	Xtr04
3	CL00331	Cmi17	Cpl16	Ler18	Loc04	Gga05	Xtr04
3	CL00996	Cmi17	Cpl16	Ler18			Xtr04
3	CL01001		Cpl16	Ler18		Gga05	Xtr04
3	CL01032			Ler18		Gga05	Xtr04
2	CL01056	Cmi17	Cpl16	Ler18		Gga05	
1	CL00330	Cmi17	Cpl16	Ler18	Loc06	Gga05	Xtr04
1	CL00530	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr01
1	CL00532	Cmi17	Cpl16	Ler18	LocSca370	Gga05	Xtr02
1	CL00533	Cmi17	CplSca12492	Ler18	Loc27	Gga05	Xtr07
1	CL00534	Cmi17	Cpl16	Ler18	Loc27	Gga08	Xtr04
1	CL00535	Cmi17	Cpl16	Ler18	Loc27	Gga04	Xtr01
1	CL01278			Ler18	Loc27	Gga05	Xtr04
1	CL01297	Cmi17			Loc27	Gga05	Xtr04
1	CL01468	Cmi17	Cpl05			Gga05	Xtr04
1	CL01469	Cmi17	Cpl16		Loc27		
1	CL01470	Cmi17			Loc27	Gga26	Xtr04
1	CL01533	Cmi17	Cpl16				Xtr04
1	CL01548		Cpl16		Loc27	Gga05	Xtr04
1	CL01555		Cpl16	Ler18	Loc27		Xtr04
1	CL01623		Cpl16	Ler18	Loc27		
1	CL01760	Cmi17	Cpl16	Ler18	Loc01	Gga05	
1	CL01761	Cmi17	Cpl16	Ler18		Gga05	Xtr08
1	CL01762	Cmi17	Cpl16	Ler18	Loc27		Xtr01
1	CL01943	Cmi17		Ler18	Loc27		Xtr04
1	CL01944	Cmi17	Cpl16		Loc27	Gga05	
1	CL01945	Cmi17	Cpl16		Loc27		Xtr04
1	CL01946	Cmi17	Cpl16			Gga05	Xtr04
1	CL01947	Cmi17	Cpl16	LerSca192			Xtr04
1	CL01948	Cmi17	Cpl16		Loc03		Xtr04
1	CL02027		Cpl16	Ler18			Xtr04
1	CL02028		Cpl16	Ler18	Loc27	Gga05	
1	CL02087		CplSca6900	Ler18	LocSca72		Xtr04
1	CL02198		Cpl16		Loc27		Xtr04
1	CL02244			Ler18	Loc27	Gga05	
##group=22
197	CL00016	Cmi18	Cpl20	Ler21	Loc18	Gga20	Xtr10
16	CL00705	Cmi18	Cpl20	Ler21	Loc18		
12	CL00728	Cmi18	Cpl20	Ler21	Loc18		Xtr10
12	CL00729		Cpl20	Ler21	Loc18	Gga20	Xtr10
8	CL00115	Cmi18	Cpl35	Ler21	Loc18	Gga20	Xtr10
7	CL00820	Cmi18	Cpl20	Ler21	Loc18	Gga20	
5	CL00114	Cmi18	CplSca	Ler21	Loc18	Gga20	Xtr10
3	CL00150	Cmi18	Cpl20	Ler21	Loc18	Gga20	Xtr05
3	CL00155	CmiSca	Cpl20	Ler21	Loc18	Gga20	Xtr10
3	CL00954	Cmi18	Cpl20		Loc18	Gga20	
3	CL00957		Cpl20		Loc18	Gga20	Xtr10
2	CL00196	Cmi18	Cpl20	Ler21	Loc18	Gga20	Xtr03
2	CL01039	Cmi18	Cpl20		Loc18		
2	CL01094		Cpl20	Ler21	Loc18		Xtr10
2	CL01118		Cpl20		Loc18	Gga20	
2	CL01119		Cpl20	Ler21	Loc18	Gga20	
2	CL01177	Cmi18			Loc18	Gga20	Xtr10
1	CL00289	Cmi18	Cpl35	Ler21	Loc18	Gga20	Xtr01
1	CL00334	Cmi18	Cpl20	Ler21	Loc18, LocSca48	Gga02	Xtr10
1	CL00538	Cmi18	Cpl20	Ler21	Loc18	Gga20	Xtr01
1	CL00628	CmiSca1434	CplSca1664	Ler21	Loc18	Gga20	Xtr10
1	CL01383	Cmi18		Ler21	Loc18		Xtr10
1	CL01386	Cmi18		Ler21	Loc18	Gga20	
1	CL01402	Cmi18	Cpl20	Ler21			Xtr10
1	CL01490	Cmi18			Loc18	Gga20	
1	CL01763	Cmi18	Cpl20	Ler21	Loc18		Xtr06
1	CL01764	Cmi18		Ler21	Loc18	Gga20	Xtr10
1	CL01765	Cmi18	Cpl35	Ler21		Gga01	Xtr10
1	CL01949	Cmi18			Loc18		Xtr10
1	CL02034		Cpl20	Ler21		Gga20	Xtr10
1	CL02150	Cmi18		Ler21	Loc18		
##group=23
126	CL00033	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
30	CL00681	Cmi19	Cpl26	Ler24	Loc03	Gga26	
15	CL00713	Cmi19	Cpl26	Ler24	Loc03		
9	CL00780	Cmi19	Cpl26	Ler24	Loc03		Xtr02
4	CL00890	Cmi19			Loc03	Gga26	Xtr02
3	CL00277	Cmi19	CplSca1799	Ler24	Loc03	Gga26	Xtr02
3	CL00659	Cmi19	Cpl26	Ler24		Gga26	
3	CL00942	Cmi19	Cpl26		Loc03		
3	CL00975	Cmi19		Ler24	Loc03	Gga26	Xtr02
3	CL00977	Cmi19	Cpl26	Ler24		Gga26	Xtr02
3	CL00991		Cpl26	Ler24	Loc03	Gga26	
3	CL00994	Cmi19			Loc03	Gga26	
2	CL00159	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr05
2	CL00542	Cmi19	Cpl26	Ler24	LocSca265	Gga26	Xtr02
2	CL01085	Cmi19				Gga26	Xtr02
2	CL01102	Cmi19		Ler24	Loc03	Gga26	
2	CL01133		Cpl26	Ler24	Loc03		
1	CL00226	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr07
1	CL00297	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr01
1	CL00335	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr10
1	CL00540	Cmi19	Cpl26	Ler24	Loc03	Gga34	Xtr02
1	CL00543	Cmi19	Cpl26	Ler24	Loc03	Gga10	Xtr03
1	CL00545	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr06
1	CL00547	Cmi19	Cpl26	Ler24	Loc03	Gga01	Xtr04
1	CL01250	Cmi19	Cpl26, CplSca75082, CplSca2262	Ler24	Loc03	Gga18	
1	CL01251	Cmi19			Loc03		Xtr02
